kollektion;code;name;bedeutung;serie_key;typ;format_cm;fond;material;herstellung;special_typ;special_text;farben_hex_pantone;stimmungen;farbwelten;text_kurz;text_lang;bild_real_1500;bild_clean_1500;alt_text
campo;CAMPO 21;DOCE;Portugiesisch: süß;serie-4-elo;Vollflächig;200 × 300;Linho #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie abweichende Florhöhen, Schlingenflor oder Fransen nach individueller Besprechung";;;#EFD2D9 Zuordnung bei Garnbemusterung | #E27FAE Zuordnung bei Garnbemusterung | #B4788D Zuordnung bei Garnbemusterung | #DBC0B4 Zuordnung bei Garnbemusterung | #3A46A0 Zuordnung bei Garnbemusterung;warm verspielt;rosa blau;Die Pink-Familie in drei Stufen, French-Rose-Clay beruhigt den Boden, ein Mansilla-Blau-Block verankert die Süße.;Doce — »süß«. Die Pink-Familie vollflächig, in drei Stufen von Pantaloon-Zart über Eye-Candy-Pop bis zum gedeckten Sophisticated Pink. French-Rose-Clay beruhigt den Boden, ein Block in Mansilla-Blau verankert die Süße, ein oranges Quadrat setzt den Kontrapunkt. Strategische Freude — Farbe als Wellness, wie es die Prognose nennt, aber mit Haltung.;images-real/campo-21-doce_real_1500.webp;images/campo-21-doce_1500.webp;CAMPO 21 DOCE — Vollflächig, Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection
campo;CAMPO 22;ELO;Portugiesisch: das Bindeglied;serie-4-elo;Vollflächig;200 × 300;Linho #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie abweichende Florhöhen, Schlingenflor oder Fransen nach individueller Besprechung";schlingenflor;Die orange Verbindungslinie ist als Schlaufenlinie abgesetzt — das Bindeglied wird tastbar.;#3A46A0 Zuordnung bei Garnbemusterung | #BCC7A4 Zuordnung bei Garnbemusterung | #AD5527 Zuordnung bei Garnbemusterung | #C7998C Zuordnung bei Garnbemusterung | #7CA377 16-6116 TCX Shale Green | #E27FAE Zuordnung bei Garnbemusterung;kräftig verspielt;bunt;Das Bindeglied: Alle fünf Farbfamilien greifen wie Kettenglieder ineinander, eine einzige orange Linie durchläuft alle Zonen.;Elo — »das Bindeglied«, das namensgebende Stück. Alle fünf Farbfamilien greifen wie Kettenglieder ineinander: Blau, Grün, Orange, Clay und Pink teilen sich die Fläche mit einem Linho-Feld, und eine einzige orange Linie durchläuft alle Zonen — Interconnectedness wörtlich genommen. Der Entwurf, der die ganze Serie in einem Bild erzählt.;images-real/campo-22-elo_real_1500.webp;images/campo-22-elo_1500.webp;CAMPO 22 ELO — Vollflächig, Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection
campo;CAMPO 23;NUVEM;Portugiesisch: die Wolke;serie-5-nuvem;Fond-Entwurf;200 × 300;Cloud Dancer #F0EEE4 (11-4201 TCX), hell gefärbte NZ-Wolle;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie abweichende Florhöhen, Schlingenflor oder Fransen nach individueller Besprechung";;;#C6B8D6 14-3812 TCX Pastel Lilac | #B7C1DA Zuordnung bei Garnbemusterung | #333F96 19-3951 TCX Clematis Blue | #E4B54A 15-1050 TCX Golden Glow;kühl leise;blau lila neutral;Die Wolke: Drei Felder schweben mit maximalem Abstand auf Cloud-Dancer-Grund — die leichteste Komposition der Kollektion.;Nuvem — »die Wolke«, das namensgebende Stück. Die leichteste Komposition der Kollektion: Drei Felder in Lilac, hellem Blau und Luminous Blue schweben mit maximalem Abstand auf dem weißen Grund, eine feine Maize-Linie hält sie zusammen. Cloud Dancer übernimmt hier zum ersten Mal die Rolle, die Linho in den Serien 1–4 spielt — nur heller, kühler, stiller.;images-real/campo-23-nuvem_real_1500.webp;images/campo-23-nuvem_1500.webp;CAMPO 23 NUVEM — Fond-Entwurf, Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection
campo;CAMPO 24;NEBLINA;Portugiesisch: der Nebel;serie-5-nuvem;Fond-Entwurf;200 × 300;Cloud Dancer #F0EEE4 (11-4201 TCX), hell gefärbte NZ-Wolle;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie abweichende Florhöhen, Schlingenflor oder Fransen nach individueller Besprechung";;;#B7C1DA Zuordnung bei Garnbemusterung | #C6B8D6 14-3812 TCX Pastel Lilac | #333F96 19-3951 TCX Clematis Blue | #2C4237 19-5920 TCX Pineneedle;kühl leise tonal;blau lila neutral;Der Nebel: Vier Horizonte über die volle Breite, aber zwischen den Bändern bleibt der helle Grund stehen — die Bänder atmen.;Neblina — »der Nebel«. Vier Horizonte laufen über die volle Breite, aber anders als bei HORA AZUL bleibt zwischen ihnen der helle Grund stehen: Die Bänder atmen. Von Azul Claro über Lilac und Luminous Blue bis Deep Green werden sie nach unten schwerer — Nebel, der sich setzt. Ein Entwurf zwischen Fond und Fläche.;images-real/campo-24-neblina_real_1500.webp;images/campo-24-neblina_1500.webp;CAMPO 24 NEBLINA — Fond-Entwurf, Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection
campo;CAMPO 25;GELO;Portugiesisch: das Eis;serie-5-nuvem;Vollflächig;200 × 300;Cloud Dancer #F0EEE4 (11-4201 TCX), hell gefärbte NZ-Wolle;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie abweichende Florhöhen, Schlingenflor oder Fransen nach individueller Besprechung";;;#7FA9B5 16-4411 TCX Tourmaline | #F0EEE4 11-4201 TCX Cloud Dancer | #E4B54A 15-1050 TCX Golden Glow | #333F96 19-3951 TCX Clematis Blue | #232E75 Zuordnung bei Garnbemusterung;kühl kräftig;blau gelb neutral;Das Eis: Himmelblau und Cloud Dancer über Luminous Blue und tiefem Topaz-Blau — Wasser unter Eis, ein Maize-Quadrat glüht im Weiß.;Gelo — »das Eis«. Der vollflächige Entwurf der Serie: Himmelblau und Cloud Dancer teilen die obere Hälfte, darunter schichten sich Luminous Blue und tiefes Topaz-Blau wie Wasser unter Eis. Ein Maize-Quadrat glüht im Weiß. Cloud Dancer ist hier keine Pause, sondern eigenständige Masse — ein Viertel der Fläche.;images-real/campo-25-gelo_real_1500.webp;images/campo-25-gelo_1500.webp;CAMPO 25 GELO — Vollflächig, Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection
campo;CAMPO 26;VENTO;Portugiesisch: der Wind;serie-5-nuvem;Fond-Entwurf;200 × 300;Cloud Dancer #F0EEE4 (11-4201 TCX), hell gefärbte NZ-Wolle;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie abweichende Florhöhen, Schlingenflor oder Fransen nach individueller Besprechung";schlingenflor;Alle sieben Stäbe im Schlingenflor auf glattem Cloud-Dancer-Grund.;#333F96 19-3951 TCX Clematis Blue | #C6B8D6 14-3812 TCX Pastel Lilac | #7FA9B5 16-4411 TCX Tourmaline | #2C4237 19-5920 TCX Pineneedle | #E4B54A 15-1050 TCX Golden Glow | #B7C1DA Zuordnung bei Garnbemusterung | #E0752F 16-1164 TCX Orange Pepper;kühl verspielt;blau bunt neutral;Der Wind: Sieben vertikale Stäbe in eigener Höhe und Breite, sechs kühle Töne und ein warmer Ausreißer — das grafischste Stück der Kollektion.;Vento — »der Wind«. Ein neues Vokabular für die Kollektion: Sieben vertikale Stäbe in eigener Höhe, Breite und Farbe stehen im Rhythmus auf dem weißen Grund, wie vom Wind gekämmtes Gras. Sechs kühle Töne, ein einziger warmer (Sol) — der Ausreißer, der den Takt erst hörbar macht. Das grafischste Stück der Serie.;images-real/campo-26-vento_real_1500.webp;images/campo-26-vento_1500.webp;CAMPO 26 VENTO — Fond-Entwurf, Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection
campo;CAMPO 27;ALVORADA;Portugiesisch: die Morgendämmerung;serie-5-nuvem;Vollflächig;200 × 300;Cloud Dancer #F0EEE4 (11-4201 TCX), hell gefärbte NZ-Wolle;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie abweichende Florhöhen, Schlingenflor oder Fransen nach individueller Besprechung";;;#232E75 Zuordnung bei Garnbemusterung | #333F96 19-3951 TCX Clematis Blue | #C6B8D6 14-3812 TCX Pastel Lilac | #E4B54A 15-1050 TCX Golden Glow | #F0EEE4 11-4201 TCX Cloud Dancer;kühl leise tonal;blau gelb neutral;Die Morgendämmerung: die bewusste Umkehrung von HORA AZUL — die Nacht oben, ein Maize-Lichtstreif, darunter die große helle Fläche.;Alvorada — »die Morgendämmerung«, die bewusste Umkehrung von HORA AZUL: Dort sinkt der Abend von hellem Grund in tiefes Grün, hier kommt der Tag von unten — die Nacht in zwei Blaustufen oben, dann Lilac, ein schmales Maize-Band als erster Lichtstreif, und darunter die große helle Fläche in Cloud Dancer. Die feine Linie in Deep Green verbindet beide Welten. Das poetische Gegenstück, mit dem sich der Kreis der Kollektion schließt.;images-real/campo-27-alvorada_real_1500.webp;images/campo-27-alvorada_1500.webp;CAMPO 27 ALVORADA — Vollflächig, Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection
trama;TRAMA 01;URDIDURA;Portugiesisch: die Kette;trama-reihe-1;Hochformat, Bahnen auf Cru;200 × 300;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";fransen;Mehrfarbige Fransen an der Unterkante — jede Kettbahn franst in ihrer eigenen Farbe aus.;#E7DECB 12-0703 TCX Seedpearl | #2B3A66 ~19-3939 TCX Blueprint | #4B4844 19-0508 TCX Peat | #DDA13D 14-0952 TCX Spicy Mustard | #A45A38 ~18-1248 TCX Rust | #C0402E 18-1447 TCX Orange Rust;kräftig erdig;blau gelb rot neutral;Elf Kettbahnen wie aufgespannte Fäden — die Ockerbahn bricht auf zwei Dritteln zu Zinnober: der Moment, in dem die Weberin eingreift.;Elf vertikale Kettbahnen in unregelmäßigen Breiten stehen nebeneinander wie aufgespannte Fäden am Webstuhl. Auf zwei Dritteln der Höhe bricht das System: Die Ockerbahn wechselt zu Zinnober. Dieser eine Farbwechsel ist der ganze Entwurf — der Moment, in dem die Weberin eingreift.;images-real/trama-01-urdidura_real_1500.webp;images/trama-01-urdidura_1500.webp;TRAMA 01 URDIDURA — Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 02;TRAMA;Portugiesisch: der Schuss;trama-reihe-1;Hochformat, Bahnen auf Cru;200 × 300;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";schlingenflor;Alle fünfzehn Kreuzungen im Schlingenflor — Kette × Schuss als Relief.;#2B3A66 ~19-3939 TCX Blueprint | #4B4844 19-0508 TCX Peat | #DDA13D 14-0952 TCX Spicy Mustard | #C0402E 18-1447 TCX Orange Rust | #8A9080 ~16-0110 TCX Desert Sage | #A45A38 ~18-1248 TCX Rust;verspielt erdig;bunt;Drei Ketten kreuzen fünf Schüsse — an allen fünfzehn Kreuzungen mischt sich die Farbe. Der Teppich sieht gewebt aus, obwohl er getuftet ist.;Das namensgebende Stück: Drei Kettbahnen kreuzen fünf Schussbänder. An allen fünfzehn Kreuzungen mischt sich die Farbe zu einem eigenen Ton — als läge Garn über Garn. Der Teppich sieht gewebt aus, obwohl er getuftet ist: Das Prinzip der Werkstatt wird zum Bild.;images-real/trama-02-trama_real_1500.webp;images/trama-02-trama_1500.webp;TRAMA 02 TRAMA — Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 03;XADREZ;Portugiesisch: das Karo;trama-reihe-1;Hochformat, Bahnen auf Cru;200 × 300;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";;;#2B3A66 ~19-3939 TCX Blueprint | #DDA13D 14-0952 TCX Spicy Mustard | #E7DECB 12-0703 TCX Seedpearl;erdig kräftig;blau gelb;Ein ruhiges Karo aus Tinta und Ocker — ein Schussband sitzt zwölf Zentimeter versetzt: der Webfehler als Signatur.;Ein breites, ruhiges Karo aus Tinta-Kette und Ocker-Schuss auf Cru — auf den ersten Blick reine Ordnung. Auf den zweiten: Ein Schussband sitzt zwölf Zentimeter versetzt. Der Webfehler als Signatur — man sieht ihn einmal und übersieht ihn nie wieder.;images-real/trama-03-xadrez_real_1500.webp;images/trama-03-xadrez_1500.webp;TRAMA 03 XADREZ — Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 04;FRANJA;Portugiesisch: die Franse;trama-reihe-1;Hochformat, Bahnen auf Cru;200 × 300;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";;;#2B3A66 ~19-3939 TCX Blueprint | #4B4844 19-0508 TCX Peat | #C0402E 18-1447 TCX Orange Rust | #DDA13D 14-0952 TCX Spicy Mustard | #A45A38 ~18-1248 TCX Rust;verspielt leise;blau rot gelb neutral;Die Kettbahnen laufen offen aus, jede endet woanders — der Teppich franst kontrolliert aus, wie mitten in der Arbeit vom Webstuhl genommen.;Sieben Kettbahnen laufen von der Oberkante herab — und enden alle woanders. Kein Abschluss, keine Kante: Der Teppich franst kontrolliert aus, als wäre das Gewebe mitten in der Arbeit vom Webstuhl genommen worden. Ein einziger Schussfaden oben hält die Bahnen zusammen.;images-real/trama-04-franja_real_1500.webp;images/trama-04-franja_1500.webp;TRAMA 04 FRANJA — Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 05;NÓ;Portugiesisch: der Knoten;trama-reihe-1;Hochformat, Bahnen auf Cru;200 × 300;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";;;#2B3A66 ~19-3939 TCX Blueprint | #4B4844 19-0508 TCX Peat | #A45A38 ~18-1248 TCX Rust | #DDA13D 14-0952 TCX Spicy Mustard | #C0402E 18-1447 TCX Orange Rust | #8A9080 ~16-0110 TCX Desert Sage;kräftig erdig;bunt;Zur Mitte hin rücken die Bahnen zusammen, die Kreuzungen stapeln sich zu einem dunklen Knoten aus Farbe.;Vier Ketten, vier Schüsse — aber sie verteilen sich nicht gleichmäßig: Zur Mitte hin rücken die Bahnen zusammen, die Kreuzungen stapeln sich, die Mischtöne werden dunkler und dichter. Ein Knoten aus Farbe, der das ganze Gewebe spannt.;images-real/trama-05-no_real_1500.webp;images/trama-05-no_1500.webp;TRAMA 05 NÓ — Teppichentwurf 200 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 06;RISCA;Portugiesisch: der Nadelstreifen;trama-reihe-1;Läufer;80 × 300;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";fransen;Klassische Läufer-Fransen an beiden Enden.;#2B3A66 ~19-3939 TCX Blueprint | #A45A38 ~18-1248 TCX Rust | #DDA13D 14-0952 TCX Spicy Mustard | #C0402E 18-1447 TCX Orange Rust;leise;blau neutral;Sieben feine Kettnadeln über drei Meter — eine einzige läuft in Rost. Der Läufer für Flure mit Understatement.;Der Läufer der Kollektion: Sieben feine Kettnadeln in Tinta ziehen durch, zwei breite Schussbänder kreuzen sie. Eine einzige Nadel läuft in Rost — der kleinste denkbare Bruch, über drei Meter Länge. Für Flure, die Understatement können.;images-real/trama-06-risca_real_1500.webp;images/trama-06-risca_1500.webp;TRAMA 06 RISCA — Teppichentwurf 80 × 300 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 07;PONTO;Portugiesisch: der Stich;trama-reihe-2;Quadrat, vollflächig verwebt;250 × 250;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";;;#2B3A66 ~19-3939 TCX Blueprint | #C0402E 18-1447 TCX Orange Rust | #E7DECB 12-0703 TCX Seedpearl;leise;blau rot neutral;Eine Kette, ein Schuss, eine Kreuzung — mehr nicht. Das leiseste Stück der Kollektion und ihr erstes Quadrat.;Das leiseste Stück der Kollektion und ihr erstes Quadrat: eine Kette, ein Schuss, eine Kreuzung — mehr nicht. Die Kreuzung sitzt bewusst aus der Mitte gerückt. PONTO ist die Reduktion des ganzen TRAMA-Prinzips auf einen einzigen Stich.;images-real/trama-07-ponto_real_1500.webp;images/trama-07-ponto_1500.webp;TRAMA 07 PONTO — Teppichentwurf 250 × 250 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 08;GRADE;Portugiesisch: das Gitter;trama-reihe-2;Quadrat, vollflächig verwebt;250 × 250;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";;;#2B3A66 ~19-3939 TCX Blueprint | #8A9080 ~16-0110 TCX Desert Sage | #E7DECB 12-0703 TCX Seedpearl;kräftig erdig;blau gruen neutral;Fünf Ketten, fünf Schüsse, fünfundzwanzig Kreuzungen im gleichmäßigen Takt — hier trägt die Ordnung selbst, ganz ohne Bruch.;Das Gegenteil von PONTO: fünf Ketten, fünf Schüsse, fünfundzwanzig Kreuzungen im gleichmäßigen Takt. Ein Gewebe-Gitter, das aus der Nähe wie Stoff und aus der Distanz wie Architektur wirkt. Der systematischste Entwurf der Serie — ganz ohne Bruch, hier trägt die Ordnung selbst.;images-real/trama-08-grade_real_1500.webp;images/trama-08-grade_1500.webp;TRAMA 08 GRADE — Teppichentwurf 250 × 250 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 09;CESTO;Portugiesisch: das Korbgeflecht;trama-reihe-2;Quadrat, vollflächig verwebt;250 × 250;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";;;#2B3A66 ~19-3939 TCX Blueprint | #4B4844 19-0508 TCX Peat | #E7DECB 12-0703 TCX Seedpearl;verspielt kräftig;blau neutral;Stehende und liegende Streifenfelder im Wechsel — das Korbgeflecht, monumental vergrößert.;Die klassischste Webstruktur, monumental vergrößert: Felder aus stehenden und liegenden Streifen wechseln sich ab wie über- und untertauchende Bahnen im Korbgeflecht. Aus zwei Farben und einem Rhythmus entsteht Tiefe — der Teppich scheint sich zu flechten.;images-real/trama-09-cesto_real_1500.webp;images/trama-09-cesto_1500.webp;TRAMA 09 CESTO — Teppichentwurf 250 × 250 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 10;AVESSO;Portugiesisch: die Rückseite;trama-reihe-2;Quadrat, vollflächig verwebt;250 × 250;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";schlingenflor;Das helle Cru-Geflecht liegt im Schlingenflor über dem glatten Grafit-Grund.;#4B4844 19-0508 TCX Peat | #E7DECB 12-0703 TCX Seedpearl | #C0402E 18-1447 TCX Orange Rust;leise erdig;neutral rot;Das Gewebe von hinten: Grafit als Grund, das Cru-Geflecht darüber, und der verborgene rote Spannfaden zieht sich quer.;Jedes Gewebe hat eine Rückseite — AVESSO zeigt sie: Grafit wird zum Grund, die Cru-Bahnen liegen als helles Geflecht darüber, und ein einzelner roter Faden zieht sich quer — der verborgene Spannfaden, den man auf der Schauseite nie sieht. Der dunkelste und intimste Entwurf der Serie.;images-real/trama-10-avesso_real_1500.webp;images/trama-10-avesso_1500.webp;TRAMA 10 AVESSO — Teppichentwurf 250 × 250 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 11;DEGRAU;Portugiesisch: die Stufe;trama-reihe-2;Quadrat, vollflächig verwebt;250 × 250;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";;;#2B3A66 ~19-3939 TCX Blueprint | #DDA13D 14-0952 TCX Spicy Mustard | #E7DECB 12-0703 TCX Seedpearl;verspielt kräftig;blau gelb;Zwei Treppen aus Bahnen — Tinta steigt herab, Ocker herauf — und genau einmal treffen sie sich.;"Zwei Treppen aus Bahnen: Tinta steigt von links oben herab, Ocker von links unten herauf — und genau einmal, kurz vor der rechten Kante, treffen sie sich zu einer einzigen dunklen Kreuzung. Bewegung aus reiner Orthogonalität; der dynamischste Entwurf der Serie.";images-real/trama-11-degrau_real_1500.webp;images/trama-11-degrau_1500.webp;TRAMA 11 DEGRAU — Teppichentwurf 250 × 250 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
trama;TRAMA 12;BORDA;Portugiesisch: die Webkante;trama-reihe-2;Quadrat, vollflächig verwebt;250 × 250;Cru #E7DECB (12-0703 TCX Seedpearl), NZ-Wolle ungefärbt;100 % Neuseelandwolle, matt, ohne Glanzfasern;"handgetuftet (Standard); Specials wie Schlingenflor-Kreuzungen oder Fransen nach individueller Besprechung";;;#2B3A66 ~19-3939 TCX Blueprint | #DDA13D 14-0952 TCX Spicy Mustard | #C0402E 18-1447 TCX Orange Rust | #E7DECB 12-0703 TCX Seedpearl;leise;blau gelb rot neutral;Ein gewebter Rahmen, innen nur Grund und ein roter Signaturstich — der Entwurf, der Raum fasst statt ihn zu füllen.;Ein gewebter Rahmen: Tinta-Schüsse oben und unten, Ocker-Ketten links und rechts, vier Kreuzungen in den Ecken — innen bleibt nur der Grund und ein einzelner roter Signaturstich, leicht aus der Mitte. BORDA fasst einen Raum, statt ihn zu füllen: der Entwurf für Möblierung in der Mitte.;images-real/trama-12-borda_real_1500.webp;images/trama-12-borda_1500.webp;TRAMA 12 BORDA — Teppichentwurf 250 × 250 cm, handgetuftet aus 100 % Neuseelandwolle, THE GREY Wanna Do Collection N°2
